"","car","price"
"4354","Nissan Qashqai, 2 поколение",1406000
"4355","Nissan Qashqai, 2 поколение",1406000
"4356","Audi Q3, 8U [рестайлинг]",2167131
"4357","Audi Q3, 8U [рестайлинг]",1826871
"4358","Ravon R2, 1 поколение",489000
"4359","Peugeot 3008, 2 поколение",1874000
"4360","Toyota Camry, XV50 [рестайлинг]",1743000
"4361","Peugeot 3008, 2 поколение",1969000
"4362","Ford Kuga, 2 поколение",1524000
"4363","Daewoo Gentra, 2 поколение",539000
"4364","Ford Focus, 3 поколение [рестайлинг]",891500
"4365","Audi Q3, 8U [рестайлинг]",2240000
"4366","Nissan Juke, YF15 [рестайлинг]",1357130
"4367","Hyundai Tucson, 3 поколение",1517900
"4368","Ford Focus, 3 поколение [рестайлинг]",1340500
"4369","Hyundai Tucson, 3 поколение",1613000
"4370","Hyundai Tucson, 3 поколение",1625000
"4371","Hyundai Creta, 1 поколение",1109000
"4372","Skoda Octavia, 3 поколение [рестайлинг]",1442300
"4373","Zotye T600, 1 поколение",1255000
"4374","Subaru Forester, 4 поколение [рестайлинг]",2252500
"4375","Jeep Renegade, 1 поколение",1293500
"4376","Toyota RAV4, 4 поколение [рестайлинг]",1918500
"4377","Toyota RAV4, 4 поколение [рестайлинг]",1820000
"4378","Citroen C4, 2 поколение [рестайлинг]",1251000
"4379","Audi Q3, 8U [рестайлинг]",2187674
"4380","Peugeot 3008, 2 поколение",1983000
"4381","Peugeot 3008, 2 поколение",2178000
"4382","Hyundai Solaris, 1 поколение [рестайлинг]",814900
"4383","Ford Focus, 3 поколение [рестайлинг]",991500
"4384","Hyundai Santa Fe, DM [рестайлинг]",1943300
"4385","Toyota RAV4, 4 поколение [рестайлинг]",2063000
"4386","Jeep Renegade, 1 поколение",2095000
"4387","Skoda Octavia, 3 поколение [рестайлинг]",1192892
"4388","Kia Sportage, 4 поколение",1550000
"4389","Hyundai Santa Fe, DM [рестайлинг]",1926200
"4390","ВАЗ (Lada) Largus, 1 поколение",714900
"4391","Lifan X60, 1 поколение [рестайлинг]",729800
"4392","Hyundai Sonata, LF [рестайлинг]",1719500
"4393","Hyundai Santa Fe Premium, DM [рестайлинг]",1941000
"4394","Peugeot 3008, 2 поколение",1931000
"4395","Audi Q3, 8U [рестайлинг]",2240409
"4396","Citroen C4, 2 поколение [рестайлинг]",1105000
"4397","Peugeot 3008, 2 поколение",2032000
"4398","Hyundai Tucson, 3 поколение",1817350
"4399","Ford Kuga, 2 поколение [рестайлинг]",1935000
"4400","BMW 2 серия Active Tourer 218, F45",1550000
"4401","Suzuki Vitara, 2 поколение",1765950
"4402","Fiat Fullback, 1 поколение",1889990
"4403","Skoda Rapid, 3 поколение [рестайлинг]",874200
"4404","Mitsubishi L200, 5 поколение",1951590
"4405","Toyota Highlander, 3 поколение [рестайлинг]",3050000
"4406","Peugeot 3008, 2 поколение",1950000
"4407","Cadillac XT5, 1 поколение",2939695
"4408","Toyota Fortuner, 2 поколение",2853000
"4409","Lexus NX 200, 1 поколение",2570000
"4410","Volvo V60 Cross Country, 1 поколение [рестайлинг]",2799400
"4411","Toyota Fortuner, 2 поколение",2677000
"4412","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3376822
"4413","Lexus NX",2496500
"4414","Toyota Fortuner, 2 поколение",2866000
"4415","Cadillac XT5, 1 поколение",2982430
"4416","Skoda Octavia, 3 поколение [рестайлинг]",1394600
"4417","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3263000
"4418","Hyundai Santa Fe Premium, DM [рестайлинг]",2501780
"4419","Hyundai Genesis, 2 поколение",2361000
"4420","Mercedes-Benz C-Класс 200, W205/S205/C205",2712956
"4421","Kia Mohave, 1 поколение [рестайлинг]",2876800
"4422","Chevrolet Camaro, 6 поколение",3015000
"4423","Hyundai Santa Fe Grand, DM [рестайлинг]",2906000
"4424","Lexus RX 200, 4 поколение",3317000
"4425","Ford Explorer, 5 поколение [рестайлинг]",3200000
"4426","Lexus NX 200, 1 поколение",2774500
"4427","Infiniti QX50, J50 [рестайлинг]",2299000
"4428","Lexus NX, 1 поколение [рестайлинг]",2920000
"4429","Subaru Forester, 4 поколение [рестайлинг]",1772800
"4430","Lexus NX",2474000
"4431","Genesis G80, 1 поколение",3400000
"4432","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3276000
"4433","Nissan Murano, Z52",3092335
"4434","Nissan Qashqai, 2 поколение",1399000
"4435","Lexus NX 200, 1 поколение",2752000
"4436","Nissan Murano, Z52",2969000
"4437","Lexus NX 200, 1 поколение",3144500
"4438","Lexus NX 200, 1 поколение",2570000
"4439","Fiat Fullback, 1 поколение",1922071
"4440","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3196000
"4441","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3187000
"4442","Lexus NX, 1 поколение [рестайлинг]",2920000
"4443","Lexus NX",2496500
"4444","Lexus NX 200, 1 поколение",2857000
"4445","Toyota Hilux Double Cab, 8 поколение",2600000
"4446","Nissan Pathfinder, R52",2628600
"4447","Lifan X50, 1 поколение",549800
"4448","Infiniti Q60, CV37",3090000
"4449","Toyota Fortuner, 2 поколение",2853000
"4450","Citroen C4, 2 поколение [рестайлинг]",1345000
"4451","Toyota Fortuner, 2 поколение",2703000
"4452","Toyota Fortuner, 2 поколение",2827000
"4453","Lexus NX 200, 1 поколение",2857000
"4454","Lexus NX",2374000
"4455","Peugeot 3008, 2 поколение",1694762
"4456","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3168000
"4457","Infiniti Q60, CV37",3030000
"4458","Toyota Fortuner, 2 поколение",2727000
"4459","Lexus NX 200, 1 поколение",2757000
"4460","Skoda Rapid, 3 поколение [рестайлинг]",877300
"4461","Toyota Fortuner, 2 поколение",2853000
"4462","Lexus NX, 1 поколение [рестайлинг]",3425000
"4463","Nissan Murano, Z52",3013800
"4464","Skoda Rapid, 3 поколение [рестайлинг]",774300
"4465","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",2190000
"4466","Hyundai Santa Fe, DM [рестайлинг]",1884000
"4467","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",2190000
"4468","Isuzu D-Max Double Cab, 2 поколение",2210000
"4469","Toyota Hilux Double Cab, 8 поколение",2180000
"4470","Nissan Murano, Z52",3029290
"4471","Hyundai Santa Fe, DM [рестайлинг]",1744000
"4472","Hyundai Santa Fe, DM [рестайлинг]",2134000
"4473","Hyundai Tucson, 3 поколение",1870000
"4474","Hyundai Santa Fe Premium, DM [рестайлинг]",1884000
"4475","Citroen DS4, 1 поколение",1793000
"4476","Hyundai Tucson, 3 поколение",1793000
"4477","Jaguar XF, X260",2740000
"4478","Toyota Hilux Double Cab, 8 поколение",2085000
"4479","Infiniti Q60, CV37",3110000
"4480","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3168000
"4481","Peugeot 3008, 2 поколение",1876000
"4482","Fiat Fullback, 1 поколение",1854990
"4483","Hyundai Santa Fe, DM [рестайлинг]",1884000
"4484","Citroen C4, 2 поколение [рестайлинг]",1159000
"4485","Nissan X-Trail, T32",1749000
"4486","Mercedes-Benz C-Класс 200, W205/S205/C205",2408442
"4487","Nissan X-Trail, T32",1809810
"4488","Nissan X-Trail, T32",1803000
"4489","Nissan X-Trail, T32",1795000
"4490","Nissan X-Trail, T32",1806000
"4491","Land Rover Discovery Sport, 1 поколение",2840000
"4492","Nissan X-Trail, T32",1866000
"4493","Audi Q3, 8U [рестайлинг]",2349000
"4494","Audi Q5, 2 поколение",3180000
"4495","Subaru Outback, 5 поколение",2623900
"4496","Infiniti QX50, J50 [рестайлинг]",2299000
"4497","Mitsubishi L200, 5 поколение",2213990
"4498","Infiniti QX70, S51",2699000
"4499","Land Rover Range Rover Evoque, 1 поколение [рестайлинг]",2886700
"4500","Toyota Hilux Double Cab, 8 поколение",2387000
"4501","Mitsubishi L200, 5 поколение",2290590
"4502","Toyota Camry, XV50 [рестайлинг]",1633000
"4503","Toyota Hilux Double Cab, 8 поколение",2405000
"4504","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3149600
"4505","Mercedes-Benz C-Класс 200, W205/S205/C205",3083885
"4506","Ford Kuga, 2 поколение [рестайлинг]",1715500
"4507","SsangYong Tivoli, 1 поколение",1159000
"4508","Lexus ES 250, 6 поколение [рестайлинг]",2796500
"4509","Land Rover Discovery Sport, 1 поколение",3082000
"4510","Infiniti QX50, J50 [рестайлинг]",2095000
"4511","Infiniti QX60, L50 [рестайлинг]",2449000
"4512","Lexus ES 250, 6 поколение [рестайлинг]",2784000
"4513","Infiniti QX50, J50 [рестайлинг]",2580000
"4514","Nissan Murano, Z52",2730000
"4515","Infiniti QX70, S51",2659000
"4516","Hyundai Tucson, 3 поколение",1880000
"4517","Jaguar XE, 1 поколение",2353530
"4518","Skoda Octavia, 3 поколение [рестайлинг]",1103000
"4519","Ford Explorer, 5 поколение [рестайлинг]",2875000
"4520","Infiniti Q60, CV37",3090000
"4521","Fiat Fullback, 1 поколение",1964990
"4522","Audi Q3, 8U [рестайлинг]",2539547
"4523","Hyundai Santa Fe, DM [рестайлинг]",2230000
"4524","Kia Mohave, 1 поколение [рестайлинг]",2540000
"4525","Volkswagen Passat, B8",2112920
"4526","Mercedes-Benz C-Класс 180, W205/S205/C205",2287215
"4527","Ford Explorer, 5 поколение [рестайлинг]",2745000
"4528","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3388698
"4529","Land Rover Discovery Sport, 1 поколение",3273547
"4530","Skoda Octavia, 3 поколение [рестайлинг]",1398300
"4531","Lexus ES 250, 6 поколение [рестайлинг]",2826000
"4532","Mercedes-Benz C-Класс 200, W205/S205/C205",2613032
"4533","Mercedes-Benz C-Класс 180, W205/S205/C205",2311791
"4534","Citroen C4, 2 поколение [рестайлинг]",1148000
"4535","Infiniti Q60, CV37",3110000
"4536","Audi Q5, 2 поколение",3390731
"4537","Ford Mondeo, 5 поколение",1716000
"4538","Mercedes-Benz C-Класс 180, W205/S205/C205",2530675
"4539","Ford Focus, 3 поколение [рестайлинг]",949000
"4540","Mercedes-Benz C-Класс 180, W205/S205/C205",2505819
"4541","Jeep Renegade, 1 поколение",1609000
"4542","Mercedes-Benz C-Класс 180, W205/S205/C205",2329408
"4543","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3395138
"4544","Citroen C4 Picasso, 2 поколение [рестайлинг]",2196202
"4545","Skoda Kodiaq, 1 поколение",2528200
"4546","Genesis G80, 1 поколение",3400000
"4547","Chevrolet Camaro, 6 поколение",2750000
"4548","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3186600
"4549","Hyundai Solaris, 2 поколение",780000
"4550","Fiat Fullback, 1 поколение",1874990
"4551","Toyota Camry, XV50 [рестайлинг]",1647000
"4552","Ford Kuga, 2 поколение",1582500
"4553","Mitsubishi Outlander, 3 поколение [2-й рестайлинг]",1099990
"4554","Mitsubishi Outlander, 3 поколение [2-й рестайлинг]",1099990
"4555","Hyundai Solaris, 2 поколение",899000
"4556","Lexus NX 200, 1 поколение",2470000
"4557","Toyota Camry, XV50 [рестайлинг]",1770000
"4558","Infiniti QX70, S51",2569000
"4559","Lexus NX 200, 1 поколение",3008500
"4560","Chevrolet Camaro, 6 поколение",3201900
"4561","Mitsubishi L200, 5 поколение",1299000
"4562","Lexus NX, 1 поколение [рестайлинг]",3325000
"4563","Lexus NX, 1 поколение [рестайлинг]",2842500
"4564","Infiniti Q60, CV37",3200000
"4565","Jeep Grand Cherokee, WK2 [рестайлинг]",2899000
"4566","Mitsubishi L200, 5 поколение",1872000
"4567","Hyundai Santa Fe Premium, DM [рестайлинг]",1991000
"4568","Ford Explorer, 5 поколение [рестайлинг]",2965000
"4569","Mini Cooper, F56",1645000
"4570","Infiniti QX50, J50 [рестайлинг]",2530000
"4571","Skoda Octavia, 3 поколение [рестайлинг]",1256200
"4572","Jeep Wrangler, JK [рестайлинг]",3173200
"4573","Skoda Octavia, 3 поколение [рестайлинг]",1317600
"4574","Subaru Forester, 4 поколение [рестайлинг]",2285000
"4575","Lexus NX 200, 1 поколение",2470000
"4576","Lexus NX 200, 1 поколение",2470000
"4577","Toyota Camry, XV50 [рестайлинг]",2041000
"4578","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",2425829
"4579","Subaru Outback, 5 поколение",2368000
"4580","Fiat Fullback, 1 поколение",2114990
